"HUNDENAME","GEBURTSJAHR_HUND","GESCHLECHT_HUND"
"Nugget",2019,"m"
"Nugget",2019,"m"
"Nuka",2019,"m"
"Numi",2020,"w"
"Numya",2018,"w"
"Nura",2009,"w"
"Nureyev",2017,"m"
"Nuri",2020,"w"
"Nuri",2020,"w"
"Nuro",2017,"m"
"Nyima",2013,"w"
"Nylo",2018,"m"
"Nyma",2018,"w"
"Nyusya",2020,"w"
"Nyx",2018,"w"
"Nyx",2020,"w"
"O-Nuro",2018,"m"
"Obe",2016,"m"
"Obelix",2018,"m"
"Obiwan",2016,"m"
"Ocean (Kaleb)",2013,"m"
"Ocho",2020,"m"
"Odessa",2017,"w"
"Odette",2008,"w"
"Odette",2017,"w"
"Odi",2011,"m"
"Odie",2020,"m"
"Odillo",2018,"m"
"Odin",2019,"m"
"Odin",2013,"m"
"Odin",2017,"m"
"Odin",2020,"m"
"Odin",2019,"m"
"Odin",2014,"m"
"Odin",2010,"m"
"Odin",2006,"m"
"Odin Mojito",2020,"m"
"Odin von der Schonegg",2020,"m"
"Odin-Fluffy",2018,"m"
"Odyseus",2013,"m"
"Ohara",2013,"m"
"Ohm",2019,"m"
"Ojum (Zuzu)",2008,"m"
"Okada",2012,"w"
"Okaloosa My Red Scarf Nona",2019,"w"
"Okemos",2016,"m"
"Oki (Okemos)",2016,"m"
"Okko",2013,"m"
"Olaf",2010,"m"
"Olaf",2020,"m"
"Olav",2009,"m"
"Ole",2014,"m"
"Ole Lund (Paperlapap)",2017,"m"
"Oleg",2015,"m"
"Olga",2009,"w"
"Olga",2010,"w"
"Olga",2007,"w"
"Oli",2013,"m"
"Oli-Benno",2018,"m"
"Olive",2008,"w"
"Olive",2013,"w"
"Olive",2019,"w"
"Oliver (Uno)",2018,"m"
"Olivia",2013,"w"
"Olivia (Ramona)",2019,"w"
"Olivia v. Tannzapfenland",2019,"w"
"Olli",2007,"m"
"Ollie",2016,"w"
"Ollie",2020,"w"
"Ollie",2015,"m"
"Ollie",2015,"m"
"Olmo",2012,"m"
"Olympia Kira",2017,"w"
"Om Tashi von Sharwa",2020,"m"
"Omao Obama v. Fargerit",2012,"m"
"Omira Caramel",2017,"w"
"Ona",2018,"w"
"Onatha (Yoko)",2018,"w"
"Onawa",2012,"w"
"Onda la Lupa Beautiful Whites",2012,"w"
"Ondine",2018,"w"
"One",2016,"w"
"One Love Duke Sir of Beacon Hi",2020,"m"
"Oneiro Ronan vom Wichtelhaus",2011,"m"
"Onis",2013,"w"
"Onja",2012,"w"
"Onni",2020,"m"
"Onni",2006,"m"
"Onni (Onix Furbo)",2019,"m"
"Onta Ofelia Ora",2020,"w"
"Onur",2013,"m"
"Onya-Olinda v. Birkenhain",2007,"w"
"Onys Billy van Eenthuis",2017,"m"
"Onyx (Opium)",2018,"m"
"Opal Chloé",2013,"w"
"Open Mind Cailin",2016,"w"
"Ophelia",2014,"w"
"Oran",2012,"m"
"Oravikko",2020,"w"
"Orca",2007,"w"
"Orea",2017,"w"
"Oreo",2020,"m"
"Oreo Sydney Bungi",2017,"m"
"Orfeo",2018,"m"
"Ori",2017,"m"
"Origona",2016,"w"
"Orion Pickwick",2011,"m"
"Orion of Little Snow Bears",2018,"m"
"Orisha Omi (Isha)",2017,"w"
"Orla of Sherry Lane",2018,"w"
"Orlando",2011,"m"
"Orlando",2016,"m"
"Orlando v. Burg Schwärtzenberg",2015,"m"
"Orlo",2019,"m"
"Orpheus",2014,"m"
"Orsan-Balou",2012,"m"
"Orso",2014,"m"
"Orus Baloo",2020,"m"
"Osaka",2018,"m"
"Oscar",2020,"m"
"Oscar",2020,"m"
"Oscar",2020,"m"
"Oscar",2010,"m"
"Oscar",2012,"m"
"Oscar",2010,"m"
"Oscar",2012,"m"
"Oscar",2018,"m"
"Oscar",2012,"m"
"Oscar",2012,"m"
"Oscar",2013,"m"
"Oscar",2014,"m"
"Oscar",2013,"m"
"Oscar (Shorty)",2017,"m"
"Oshuko",2013,"m"
"Oskar",2017,"m"
"Oskar",2020,"m"
"Oskar",2011,"m"
"Oskar",2006,"m"
"Oskar",2017,"m"
"Oskar  (Orlando Stub. Fellow)",2020,"m"
"Oskar (Rino vom Försterhaus)",2013,"m"
"Oski",2014,"m"
"Oslo",2018,"m"
"Ossi",2018,"m"
"Othello",2015,"m"
"Othello",2020,"m"
"Otis",2019,"m"
"Otis",2020,"m"
"Otter Creek's Devon",2019,"m"
"Otti",2020,"m"
"Otto",2018,"m"
"Otto",2017,"m"
"Otto",2019,"m"
"Otto",2019,"m"
"Otto",2018,"m"
"Otto",2013,"m"
"Ouna",2014,"w"
"Ouzo",2013,"m"
"Ouzo",2020,"m"
"Ovana",2018,"w"
"Ozkar",2019,"w"
"Ozzie",2020,"m"
"Ozzy",2015,"m"
"Ozzy Spiquel",2020,"m"
"P-Ayla",2018,"w"
"Pablito",2009,"m"
"Pablo",2013,"m"
"Pablo",2008,"m"
"Pablo",2020,"m"
"Pablo",2020,"m"
"Pablo",2019,"m"
"Pablo",2020,"m"
"Pablo",2018,"m"
"Pablo",2020,"m"
"Pablo",2018,"m"
"Pablo",2015,"m"
"Pablo",2019,"m"
"Pablo",2017,"m"
"Pablo",2018,"m"
"Pablo (Butch)",2017,"m"
"Pablo Calimera Casa della Perl",2020,"m"
"Pablo Hermes",2018,"m"
"Pablo aka Putin",2017,"m"
"Pacco",2004,"m"
"Pacco vom Riedbachtal",2019,"m"
"Pacho",2017,"m"
"Pacman",2015,"m"
"Paco",2012,"m"
"Paco",2010,"m"
"Paco",2010,"m"
"Paco",2012,"m"
"Paco",2011,"m"
"Paco",2005,"m"
"Paco",2019,"m"
"Paco",2020,"m"
"Paco",2020,"m"
"Paco",2017,"m"
"Paco",2011,"m"
"Paco",2008,"m"
"Paco",2014,"m"
"Paco",2007,"m"
"Paco",2010,"m"
"Paco",2017,"m"
"Paco (Takeo)",2016,"m"
"Padrino",2018,"m"
"Paganini",2018,"m"
"Page",2005,"m"
"Palaka",2016,"w"
"Palito",2004,"m"
"Pallas",2012,"w"
"Pallàs",2013,"w"
"Palma",2013,"w"
"Paloma",2008,"w"
"Paloma",2018,"w"
"Pam",2015,"w"
"Pam",2019,"w"
"Pamacs-6",2017,"m"
"Pamela",2016,"w"
"Pamina",2013,"w"
"Pamina",2019,"w"
"Pamina Lou",2020,"w"
"Pamira",2010,"w"
"Pamuk",2017,"m"
"Pamuy-Mune von Keschla",2020,"w"
"Pan",2014,"w"
"Pan",2019,"m"
"Pancake",2015,"w"
"Pancho",2011,"m"
"Pancho",2010,"m"
"Pancho",2020,"m"
"Pancho",2018,"m"
"Pancie",2015,"w"
"Panda",2017,"w"
"Panda",2018,"w"
"Panda",2019,"w"
"Panda-Sunny",2014,"w"
"Pandora",2017,"w"
"Pandora",2020,"w"
"Pandora-Ora",2020,"w"
"Pandu",2020,"m"
"Pang",2019,"m"
"Panika",2010,"w"
"Pankraz",2019,"m"
"Panna",2018,"w"
"Panni",2016,"w"
"Pannya",2011,"w"
"Pantuka",2010,"w"
"Panya",2009,"w"
"Panzi",2007,"w"
"Paolo",2011,"m"
"Paolo",2008,"m"
"Paperlapap's hot chocolate",2011,"w"
"Papi",2014,"m"
"Papi Junior",2013,"m"
"Pargo",2020,"m"
"Pari",2015,"w"
"Pari",2014,"w"
"Paris",2010,"w"
"Paris",2006,"m"
"Paris",2019,"w"
"Paris",2011,"w"
"Paris (Peres)",2010,"w"
"Parker",2017,"m"
"Pasa",2010,"m"
"Pasa",2020,"m"
"Pasa",2015,"m"
"Pasa",2017,"m"
"Pasa (Flying Frisbee)",2017,"m"
"Pascal",2008,"m"
"Pascha",2009,"m"
"Pascha",2017,"m"
"Pascha",2012,"w"
"Pasco",2014,"m"
"Pasco (Xerxes)",2007,"m"
"Pasha",2020,"m"
"Pasha",2015,"m"
"Paska",2018,"w"
"Pasko",2019,"m"
"Pat",2012,"m"
"Pata",2013,"w"
"Pataud",2015,"m"
"Patch Pride Coco Chanel",2015,"w"
"Patchoulli de Soleure",2011,"w"
"Patrik",2013,"m"
"Patrik",2018,"m"
"Patschuli",2013,"w"
"Patty",2017,"w"
"Paul",2019,"m"
"Paul",2005,"m"
"Paul",2004,"m"
"Paul",2008,"m"
"Paul",2009,"m"
"Paul",2014,"m"
"Paul-Struntz",2011,"m"
"Paula",2012,"w"
"Paula",2017,"w"
"Paula",2008,"w"
"Paula",2014,"w"
"Paula v. Schlosswaldhof",2014,"w"
"Pauli",2004,"m"
"Pauli",2019,"m"
"Paulina",2015,"w"
"Pauline",2017,"w"
"Paulo (Robby della Cantero)",2017,"m"
"Pavlova (Slaweya)",2019,"w"
"Pax",2014,"m"
"Paya vom Hexensturm",2020,"w"
"Peaches",2010,"w"
"Peaches",2012,"w"
"Peaches",2016,"w"
"Peaches",2016,"w"
"Peanut",2020,"m"
"Peanut",2016,"w"
"Peanut",2017,"m"
"Peanut",2019,"w"
"Peanut",2018,"m"
"Pearl",2013,"w"
"Pebble",2020,"m"
"Pebbles",2020,"w"
"Pecas",2019,"w"
"Pedro",2014,"m"
"Pedro",2009,"m"
"Pedro",2019,"m"
"Pedro",2017,"m"
"Peggy",2002,"w"
"Peggy",2017,"w"
"Peggy",2013,"w"
"Peggy",2015,"w"
"Peggy",2004,"w"
"Peggy",2016,"w"
"Peggy (Meggi)",2016,"w"
"Pegi",2016,"w"
"Pelayo",2016,"m"
"Pele vom Ghei",2020,"m"
"Pellegrino",2017,"m"
"Pelu Flor Dos Alpes",2019,"m"
"Peluche",2018,"m"
"Peluda",2012,"w"
"Pelusa (Anchilla)",2019,"w"
"Pendo",2007,"m"
"Penelope",2011,"w"
"Penguin",2020,"m"
"Penny",2010,"w"
"Penny",2010,"w"
"Penny",2018,"w"
"Penny",2011,"w"
"Peny",2014,"w"
"Pepa",2015,"w"
"Pepa",2019,"w"
"Pepa",2014,"w"
"Pepe",2015,"m"
"Pepe",2007,"m"
"Pepe",2018,"m"
"Pepe",2019,"m"
"Pepe",2020,"m"
"Pepe",2020,"m"
"Pepe",2016,"m"
"Pepe",2019,"m"
"Pepe",2009,"m"
"Pepe",2011,"m"
"Pepe (Jordan)",2016,"m"
"Pepe Jalapeno",2014,"m"
"Pepino",2017,"m"
"Pepino",2012,"m"
"Pepita",2013,"w"
"Pepita",2010,"w"
"Pepita",2011,"w"
"Pepita",2016,"w"
"Pepita",2012,"w"
"Pepita (Xamira)",2016,"w"
"Pepito",2018,"m"
"Pepito",2013,"m"
"Pepito",2005,"m"
"Peppa",2015,"w"
"Peppa",2017,"w"
"Peppa",2015,"w"
"Peppa (Klima Steep Walker)",2013,"w"
"Pepper",2003,"w"
"Pepper",2015,"w"
"Pepper",2012,"w"
"Pepper",2013,"m"
"Pepper",2012,"m"
"Pepper",2019,"w"
"Pepper",2017,"w"
"Pepper",2020,"m"
"Pepper",2019,"w"
"PepperMint",2010,"w"
"Peppers",2012,"m"
"Peppoli",2011,"w"
"Pepsi",2007,"w"
"Pepsi",2019,"w"
"Pepsie (Jamie)",2015,"w"
"Perazzi",2012,"w"
"Percival",2008,"m"
"Perino",2017,"m"
"Perla",2008,"w"
"Perla",2016,"w"
"Perla",2017,"w"
"Perla",2013,"w"
"Pernod",2019,"m"
"Pero",2010,"m"
"Perrilla",2013,"w"
"Perrino von der Wandergut",2017,"m"
"Perrito",2010,"m"
"Perseus",2005,"m"
"Persik",2008,"w"
"Perua",2017,"w"
"Pesca von Zemp",2010,"w"
"Pete",2009,"m"
"Peter Pan vom Lippeufer",2016,"m"
"Peti",2015,"w"
"Petit",2017,"w"
"Petit  (Gina)",2007,"w"
"Petit Coco",2019,"m"
"Petrie",2019,"m"
"Petzi",2020,"w"
"Pfüdi",2003,"m"
"Phae",2009,"w"
"Phajo vom Pudeleck",2016,"m"
"Pheebee (Pala)",2016,"w"
"Phil",2015,"m"
"Philia Maddox",2020,"w"
"Philo",2013,"m"
"Phlox du Pic d'Arbizon",2019,"m"
"Phoebe",2017,"w"
"Phoebe",2013,"w"
"Phoebe",2012,"w"
"Phoebe",2013,"w"
"Phoebe (Candy Chini of Sweet)",2010,"w"
"Phoebe (Peggy Sue)",2016,"w"
"Phoebe vom Wandergut",2013,"w"
"Picasso",2012,"m"
"Picasso",2019,"m"
"Picasso Forever Young",2020,"m"
"Picciolo",2016,"m"
"Picco",2016,"m"
"Picco",2016,"m"
"Piccolina",2004,"w"
"Piccolina",2006,"w"
"Piccolino",2004,"m"
"Piccolo",2007,"m"
"Piccolo",2011,"m"
"Pickls",2013,"w"
"Pickwick Aponi",2018,"w"
"Pickwick Heron",2008,"m"
"Pickwick Sorry",2020,"m"
"Pickwick Zadora",2010,"w"
"Pico",2015,"m"
"Picola",2012,"w"
"Picu",2010,"m"
"Pierre",2016,"m"
"Piglet",2012,"w"
"Pigna (Stracciatella)",2018,"w"
"Pili",2012,"w"
"Pilou",2010,"m"
"Pimm`s (Bruno)",2019,"m"
"Pimpi",2012,"w"
"Pina",2010,"w"
"Pina",2017,"w"
"Pina",2013,"w"
"Pina",2020,"w"
"Pina",2009,"w"
"Pina",2020,"w"
"Pinello (Puck)",2006,"m"
"Pinia-Leska",2009,"w"
"Pink",2007,"m"
"Pink Pinkily",2013,"w"
"Pinki",2004,"m"
"Pinki",2008,"w"
"Pinki",2011,"w"
"Pino",2020,"m"
"Pino",2019,"m"
"Pino",2016,"m"
"Pino",2013,"m"
"Pinocchio",2011,"m"
"Pinocchio",2018,"m"
"Pinon",2014,"m"
"Pinot",2012,"m"
"Pinot",2008,"m"
"Pinot Noir Bauer",2020,"m"
"Pintxo",2013,"m"
"Pip",2015,"w"
"Pipa",2019,"w"
"Pipa",2020,"w"
"Pipa",2013,"w"
"Pipa",2015,"w"
"Pipa (Yade von der Brausmatt)",2019,"w"
"Piper",2012,"w"
"Piper",2011,"w"
"Piper (Zeta vom Schlossturm)",2013,"w"
"Pipo",2009,"m"
"Pipo",2013,"m"
"Pipo",2009,"m"
"Pipo",2013,"m"
"Pipo",2020,"m"
"Pipo",2015,"m"
"Pipo",2006,"m"
"Pipo Wittlin",2008,"m"
"Pipoca",2018,"w"
"Pipoca",2015,"w"
"Pipoca",2018,"w"
"Pipoca",2018,"w"
"Pipoca",2012,"m"
"Pippa",2017,"w"
"Pippa",2017,"w"
"Pippa",2020,"w"
"Pippa",2013,"w"
"Pippa",2009,"w"
"Pippa",2017,"w"
"Pippa",2016,"w"
"Pippi",2014,"w"
"Pippi/Burni",2019,"w"
"Pippin",2015,"m"
"Pippin (Duke)",2013,"m"
"Pippo",2009,"m"
"Pippo",2015,"m"
"Pippo",2017,"m"
"Pippo",2016,"m"
"Pippo",2014,"m"
"Pippo",2014,"m"
"Pippo",2012,"m"
"Piri",2012,"w"
"Pirlo",2020,"m"
"Pirlo",2013,"m"
"Piro",2013,"m"
"Piro",2013,"m"
"Pit",2017,"m"
"Pit von der Lobdeburg",2018,"m"
"Pita",2005,"w"
"Piti Jack",2018,"m"
"Piticli",2008,"m"
"Pitschi",2011,"m"
"Pitucha",2006,"m"
"Pituka",2009,"w"
"Piuke",2005,"w"
"Piuma",2014,"m"
"Pixi",2008,"w"
"Pixi",2020,"m"
"Pixie",2009,"w"
"Pixie",2013,"w"
"Pixie",2013,"w"
"Pixie",2007,"w"
"Pixie",2013,"w"
"Pixie (Alma)",2015,"w"
"Piña",2017,"w"
"Plainfire's Blue Charm",2020,"w"
"Plainfire`s Xotic Lapdancer",2019,"m"
"Platon",2011,"m"
"Platon",2005,"m"
"Pluto",2012,"m"
"Pluto",2005,"m"
"Poba",2011,"w"
"Poka",2014,"w"
"Poki",2014,"m"
"Poki",2020,"w"
"Pola",2020,"w"
"Pola",2019,"w"
"Pollo",2008,"m"
"Pollock",2020,"m"
"Polly",2010,"w"
"Polly",2016,"w"
"Polly",2018,"w"
"Polly",2016,"w"
"Pom Pom",2018,"w"
"Pomelo",2012,"m"
"Pongo",2014,"m"
"Ponsai",2019,"w"
"Pontus",2010,"m"
"Ponyo",2020,"w"
"Ponyo",2020,"m"
"Pooch-Jimmy vom Mohnstein",2010,"m"
"Popi",2017,"m"
"Popota",2011,"w"
"Poppa",2016,"w"
"Poppy Livia",2020,"w"
"Pork Chop",2009,"m"
"Porthos",2013,"m"
"Porthos (Pavel)",2018,"m"
"Prada",2019,"w"
"Prado",2010,"m"
"Prestan",2018,"m"
"Pretty Belinda v. Rotmonten",2007,"w"
"Pretzel",2015,"m"
"Priamo",2019,"m"
"Primavera",2020,"w"
"Primo (Priamos v. Poptime)",2018,"m"
"Primo Levana",2008,"m"
"Princ",2012,"m"
"Prince",2020,"m"
"Prince",2019,"m"
"Prince",2010,"m"
"Prince",2016,"m"
"Prince",2018,"m"
"Prince Jamie",2020,"m"
"Princesa",2016,"w"
"Princesa",2011,"w"
"Princesa",2018,"w"
"Princesa (Chira)",2017,"w"
"Princess",2011,"w"
"Princess Alaia",2014,"w"
"Princess Patchy",2010,"w"
"Princesse of Artabella Dézaley",2018,"w"
"Prinz",2013,"m"
"Prinzi",2013,"w"
"Prixrain Giuny",2015,"w"
"Provocateur Fiona my Love",2014,"w"
"Pubi",2008,"m"
"Pucci",2012,"m"
"Puccini",2007,"m"
"Puck",2008,"m"
"Pudding",2007,"m"
"Pudja",2013,"w"
"Puffo",2016,"m"
"Puga",2014,"m"
"Puggle",2013,"w"
"Puky",2016,"m"
"Pulga",2007,"w"
"Puma",2011,"w"
"Puma",2014,"m"
"Pumba",2017,"w"
"Pumba",2018,"m"
"Pumbi (Camillo Don)",2018,"m"
"Pumpkin (Pubba)",2008,"m"
"Pumy",2018,"m"
"Punky",2019,"m"
"Punky",2008,"m"
"Punta",2012,"w"
"Pupa",2009,"w"
"Pupetta",2017,"w"
"Pupetta",2010,"w"
"Puppi",2010,"w"
"Pupy",2012,"m"
"Purple arrow's Purple Heart",2019,"m"
"Putchy",2006,"w"
"Pyke",2019,"m"
"Pyra",2014,"w"
"Pyza",2013,"w"
"Päuli",2009,"m"
"Pünktli ohne Anton",2008,"w"
"Qeiran",2007,"m"
"Qiro",2019,"m"
"Qiwi",2016,"w"
"Quana of Black-Devils",2019,"w"
"Quattro",2015,"m"
"Qube",2015,"m"
"Qubit",2018,"w"
"Que Tango",2011,"m"
"Queen",2012,"w"
"Queen",2005,"w"
"Queen",2017,"w"
"Queen",2014,"w"
"Queen Doyles",2008,"w"
"Queen Ela",2018,"w"
"Queen Helena vom Mindelschloss",2020,"w"
"Queen Kaja of Buffalo Creek",2009,"w"
"Quencin-cio-luno",2019,"m"
"Quenco von Shinbashi",2019,"m"
"Quendy Quick like a flash",2018,"w"
"Quentin",2020,"m"
"Quentino",2020,"m"
"Questa",2017,"w"
"Queue à l'Ombre du Vieux Chêne",2019,"w"
"Quien",2017,"w"
"Quimera",2018,"w"
"Quincy",2012,"m"
"Quincy",2015,"m"
"Quincy Quillings Blumenstein",2019,"m"
"Quinett",2020,"w"
"Quinn",2014,"m"
"Quinn",2014,"m"
"Quinn",2020,"m"
"Quinnie",2016,"w"
"Quinnt Lemmy",2016,"m"
"Quinta (Candle)",2007,"w"
"Quinta Hendrix of Sherry Lane",2019,"w"
"Quinta vom Sünneli",2020,"w"
"Quinto",2008,"m"
"Quinto",2020,"m"
"Quique",2017,"m"
"Quirin an der Luther",2017,"m"
"Quirly",2017,"w"
"Quirly",2014,"w"
"Quo Vadis Allegro, Ali",2016,"m"
"Qurliy",2015,"w"
"Quro",2009,"m"
"RA",2008,"m"
"Raccon",2017,"w"
"Rade",2014,"m"
"Radiva Baby Valentino (Seamus)",2019,"m"
"Radja",2020,"w"
"Radon",2011,"m"
"Rafael",2014,"m"
"Ragnar Eliasson",2017,"m"
"Rahul",2012,"m"
"Raia",2007,"w"
"Raika",2009,"w"
"Raja",2014,"w"
"Rajna",2007,"w"
"Raki",2018,"m"
"Raksha",2020,"w"
"Ralf",2020,"m"
"Ralph",2020,"m"
"Ralphie",2007,"m"
"Rambo",2015,"m"
"Rambo",2011,"m"
"Rambo",2006,"m"
"Rambo",2006,"m"
"Rambo",2011,"m"
"Rambo",2005,"m"
"Rambo",2017,"m"
"Rambo",2017,"m"
"Ramirez",2017,"m"
"Ramon",2014,"m"
"Ramon",2012,"m"
"Ramses",2018,"m"
"Ramses (Antonv. Edlem Gemüt)",2020,"m"
"Ramsey",2011,"m"
"Rancher Craig",2011,"m"
"Randy",2008,"m"
"Randy",2010,"m"
"Randy",2014,"m"
"Rani",2016,"w"
"Rani",2017,"w"
"Rani",2015,"w"
"Rani",2017,"w"
"Rani",2011,"w"
"Ranja",2016,"w"
"Ranja del tesoro d'oro",2014,"w"
"Ranya",2008,"w"
"Rascal",2015,"m"
"Rasco v. Eickerwäldli",2005,"m"
"Rasmus",2015,"m"
"Rasta",2012,"w"
"Rathinho",2007,"m"
"Ratzfatz",2016,"m"
"Ravey",2017,"w"
"Ray",2014,"m"
"Ray",2016,"m"
"Ray",2016,"m"
"Ray (Camillio)",2016,"m"
"Raya",2020,"w"
"Raya",2007,"w"
"Raya",2019,"w"
"Raya",2020,"w"
"Rayo",2019,"m"
"Rea (Ria)",2009,"w"
"Reava",2018,"w"
"Reba",2015,"w"
"Rebeca",2010,"w"
"Rebell",2012,"m"
"Rebus",2020,"m"
"Red Rbell",2011,"m"
"Red Rose of green garden",2016,"w"
"Reggae",2020,"m"
"Regina Moura",2017,"w"
"Regun Bongo",2018,"m"
"Rejy",2014,"m"
"Remi (Teddy)",2020,"m"
"Remj",2013,"m"
"Remlin",2020,"m"
"Renard",2013,"m"
"Renegade/Artschi",2008,"m"
"Reuben",2019,"m"
"Rex",2017,"m"
"Rex",2020,"m"
"Rex",2010,"m"
"Rex",2005,"m"
"Rex",2004,"m"
"Rex",2009,"m"
"Rex Lucky",2020,"m"
"Rex/Aiko",2018,"m"
"Rexi",2015,"w"
"Rey",2006,"m"
"Reya",2008,"w"
"Rhana",2020,"w"
"Rhea",2014,"w"
"Rhea",2020,"w"
"Rhea Rania",2019,"w"
"Rhumba",2020,"w"
"Ria",2018,"w"
"Ria",2018,"w"
"Ria",2014,"w"
"Riana",2019,"w"
"Rica",2005,"w"
"Ricchi",2008,"m"
"Ricci",2011,"m"
"Ricco",2008,"m"
"Ricco",2020,"m"
"Richard (James Dean)",2018,"m"
"Richo - Samarcanda Mystic Love",2020,"m"
"Ricki",2016,"m"
"Ricki",2005,"m"
"Ricki vom Bergahorn",2020,"m"
"Ricky",2020,"m"
"Ricky",2016,"m"
"Ricky",2012,"m"
"Ricky-Rock'n Roll",2011,"m"
"Rico",2010,"m"
"Rico",2009,"m"
"Rico",2012,"m"
"Rico",2013,"m"
"Rico",2013,"m"
"Rico",2007,"m"
"Rico",2008,"m"
"Rico v. Stall Senn",2016,"m"
"Ricotta Wilma",2020,"w"
"Rigel",2020,"m"
"Rigi",2019,"m"
"Rigi (Nala)",2020,"w"
"Rigo",2017,"m"
"Riki",2013,"m"
"Rikka",2019,"w"
"Riko",2007,"m"
"Riko",2017,"m"
"Rila",2015,"w"
"Riley",2015,"m"
"Riley",2011,"m"
"Riley",2014,"w"
"Riley",2012,"w"
"Rimus",2008,"m"
"Rina",2015,"w"
"Rina",2017,"w"
"Rinaja",2014,"w"
"Ringo",2018,"m"
"Ringo",2015,"m"
"Ringo",2010,"m"
"Ringo (Tyson)",2016,"m"
"Rino Sugar",2015,"m"
"Rio",2020,"m"
"Rio",2007,"m"
"Rio",2020,"m"
"Rio",2014,"m"
"Rio",2013,"m"
"Rio",2018,"m"
"Rio",2012,"m"
"Rio",2009,"m"
"Rio",2020,"m"
"Rio",2020,"m"
"Rio",2007,"m"
"Ripley",2015,"w"
"Riri",2015,"m"
"Rissy",2016,"w"
"Rita",2020,"w"
"Rita",2010,"w"
"Rita",2009,"w"
"Rita",2009,"w"
"Rita Champion",2020,"w"
"Ritsa",2020,"w"
"Ritz Greta",2020,"w"
"Riva Luna des Chasseurs Temp",2020,"w"
"Rivendale",2020,"m"
"River du chemin du Paradis",2020,"w"
"Riverqueen`s Penny Lane",2019,"w"
"Riverqueens Love Neverdies",2012,"m"
"Rizha",2019,"w"
"Roan",2018,"m"
"Robby",2019,"m"
"Robert",2012,"m"
"Robi",2017,"m"
"Robi",2016,"m"
"Roby",2006,"m"
"Roby",2008,"m"
"Roby",2008,"m"
"Rocca",2014,"w"
"Rocca",2019,"w"
"Rocco",2013,"m"
"Rocco",2011,"m"
"Rocco",2012,"m"
"Rocco",2019,"m"
"Rocco",2004,"m"
"Rocco",2014,"m"
"Rocco",2010,"m"
"Rocco",2019,"m"
"Rocco (Dollar)",2019,"m"
"Rocco (Mickey)",2016,"m"
"Rocki",2019,"m"
"Rocky",2009,"m"
"Rocky",2008,"m"
"Rocky",2013,"m"
"Rocky",2014,"m"
"Rocky",2013,"m"
"Rocky",2012,"m"
"Rocky",2014,"m"
"Rocky",2014,"m"
"Rocky",2014,"m"
"Rocky",2016,"m"
"Rocky",2015,"m"
"Rocky",2015,"m"
"Rocky",2007,"m"
"Rocky",2019,"m"
"Rocky",2018,"m"
"Rocky",2011,"m"
"Rocky",2004,"m"
"Rocky",2009,"m"
"Rocky",2010,"m"
"Rocky",2009,"m"
"Rocky",2007,"m"
"Rocky",2005,"m"
"Rocky",2006,"m"
"Rocky",2018,"m"
"Rocky",2016,"m"
"Rocky",2020,"m"
"Rocky",2019,"m"
"Rocky",2017,"m"
"Rocky",2019,"m"
"Rocky",2018,"m"
"Rocky",2019,"m"
"Rocky",2020,"m"
"Rocky",2020,"w"
"Rocky",2019,"m"
"Rocky",2012,"m"
"Rocky (Black)",2009,"m"
"Rocky (ELRAMS'sLove Me Tender)",2020,"m"
"Rocky (Jacky)",2015,"m"
"Rocky (Nikey)",2017,"m"
"Rocky (Rocco)",2016,"m"
"Rocky (Shamrock Here We Go)",2020,"m"
"Rocky Highlands Special C.Dior",2020,"m"
"Roco",2012,"m"
"Roi",2020,"m"
"Roka",2019,"w"
"Roki",2017,"m"
"Roki",2017,"m"
"Rokko",2012,"m"
"Roky",2018,"m"
"Roky",2013,"m"
"Roky (Apple)",2013,"m"
"Rolex (Zar vom Alpenland)",2014,"m"
"Roma",2020,"w"
"Roma",2011,"m"
"Romantica",2014,"w"
"Rombo",2008,"m"
"Romeo",2020,"m"
"Romeo",2010,"m"
"Romeo",2013,"m"
"Romeo",2012,"m"
"Romeo",2011,"m"
"Romeo",2009,"m"
"Romeo",2013,"m"
"Romeo",2009,"m"
"Romeo",2020,"m"
"Romeo-Gustav",2019,"m"
"Romie of Little Snow Bears",2019,"w"
"Romulus",2020,"m"
"Romy",2020,"w"
"Roméo de La Croix de Malvan",2020,"m"
"Ron",2010,"m"
"Ronaldo",2014,"m"
"Rondo",2004,"m"
"Ronja",2013,"w"
"Ronja",2009,"m"
"Ronja",2012,"w"
"Ronja",2017,"w"
"Ronnie",2012,"m"
"Ronny",2020,"m"
"Ronny",2017,"m"
"Ronny James Dio",2014,"m"
"Rony",2018,"m"
"Rony",2015,"m"
"Rony (Rocky)",2007,"m"
"Rookie v. Lexow",2020,"m"
"Roots",2020,"m"
"Roque (Uri vom Gehrenberg)",2020,"m"
"Rory",2018,"m"
"Rory",2012,"m"
"Rosa (Maxime)",2017,"w"
"Rosa du Mistral le vent",2020,"w"
"Rosalie",2015,"w"
"Rosalie von der Rütlihalde",1973,"w"
"Rosalind",2020,"w"
"Rosana de Socrettaz",2013,"w"
"Rosco (Agron)",2017,"m"
"Rose",2020,"w"
"Rose",2012,"w"
"Rosie",2016,"w"
"Rosie",2017,"w"
"Rosie",2016,"w"
"Rossella",2014,"w"
"Rossi",2009,"w"
"Rosy",2019,"w"
"Rosy",2015,"w"
"Rosy",2003,"w"
"Rott",2018,"m"
"Roux",2009,"w"
